,ID,sex,d15N,d13C
Permic,IPA8,NA,9.126012531,-14.34632891
Xenspi,IPA9,NA,7.212164938,-13.78630059
Auldew,IPB1,NA,5.980396656,-21.25395597
Neosav,IPB3,M,6.723393561,-18.11101426
Lepelo,IPB4,M,8.024844607,-19.0366466
Intloo,IPB5,F,4.48939586,-13.53156186
Intloo,IPB7,M,4.462937446,-14.04440977
Intloo,IPB8,NA,4.453962876,-15.06515395
Intloo,IPB9,NA,4.636445801,-15.1899343
Xenspi,IPC2,NA,7.1269583,-15.65604181
Neotet,IPC3,NA,6.307228262,-16.22611771
Ophnas,IPC6,F,6.200750168,-16.54123701
Ophnas,IPC8,F,6.271676686,-18.26118072
Ophnas,IPC9,M,6.293974623,-15.66746599
Ophnas,IPD1,M,5.860159289,-15.31508549
Ophnas,IPD2,F,6.345580158,-16.99116031
Ophnas,IPD3,F,6.158975884,-16.7316522
Neosav,IPD8,NA,7.167913696,-18.74582429
Neosav,IPD9,NA,6.958865112,-18.7062855
Neosav,IPE2,NA,7.346436676,-18.75557485
Lamlem,IPE4,NA,6.171398752,-18.77767564
Lepatt,IPE5,M,6.969420854,-20.78457941
Lepatt,IPE6,F,7.181416151,-19.5666964
Permic,IPE8,M,9.294531515,-14.99434938
Permic,IPE9,NA,9.495001449,-15.47956696
Intloo,IPF2,F,4.726646283,-15.05868953
Permic,IPG1,NA,9.222357787,-14.7754341
Permic,IPG2,NA,7.948598924,-19.17642395
Xenspi,IPG4,F,6.286544557,-16.19511577
Lepelo,IPG5,F,7.783716193,-17.7131738
Altfas,IPG7,M,6.692064792,-17.62944254
Gnapfe,IPG8,F,6.391919801,-19.07249689
Auldew,IPG9,M,7.397873177,-18.29086552
Auldew,IPH1,F,5.89155995,-21.89503618
Altcom,IPH3,F,6.168227316,-18.47000822
Xenspi,IPH4,M,5.686020604,-17.14429356
Auldew,IPH5,M,7.578913251,-17.49581622
Varmoo,LNF5,NA,7.289676072,-18.03850869
Lepatt,IPH7,F,6.79498465,-19.10002617
TelteS,IPH8,NA,5.628014139,-15.57778952
Lamlem,IPI1,M,5.943216834,-16.89146155
Neotet,IPI2,NA,7.213620327,-15.04553916
Neotet,IPI3,NA,6.724035854,-16.7383916
Neotet,IPI4,NA,6.801215001,-16.75859697
Neotet,IPI6,NA,6.808291769,-17.01561403
Neotet,IPI7,NA,7.078526047,-17.18539713
Neotet,IPI8,NA,6.931941402,-17.09436884
Xenspi,IQA6,NA,6.297448673,-15.68068053
TelteS,IQA7,M,6.12153458,-18.25081135
Peteph,LNF6,NA,4.569459458,-13.22510849
Neocau,IQB1,F,6.32395492,-21.91887912
Neocau,IQB2,F,6.53397622,-21.0452617
Neocau,IQB3,F,6.226718478,-22.53655321
Neocau,IQB4,M,6.183624596,-22.61887617
Neocau,IQB5,M,6.007217338,-22.45742526
Enamel,IQD5,M,6.560558354,-18.72740708
Enamel,IQD6,M,5.364959103,-18.66096733
Lepelo,IQD7,NA,7.985078578,-19.13830455
Pcybri,IQE1,M,6.480491825,-21.66686468
Pcybri,IQE2,F,6.712392771,-21.62593451
Pcybri,IQE3,M,6.705992092,-21.52437127
Pcybri,IQE6,F,6.486608809,-21.87120402
Pcybri,IQE7,NA,6.213664096,-22.27593708
Xenbou,IQF1,M,6.829116769,-13.01538316
Cypcol,IQF2,M,6.527700799,-21.52452147
Cypcol,IQF3,M,6.593084852,-21.6882877
Cyafur,IQF5,M,3.30137235,-9.46684752
Chabri,IQF6,NA,6.789112996,-13.04100271
Chabri,IQF7,NA,6.080240515,-11.75837597
Lepelo,IQF8,NA,8.19120704,-19.97866697
Ophven,IQF9,M,5.705580837,-16.50446461
Ophven,IQG1,M,5.806111003,-15.64875577
Ophven,IQG3,M,5.52773182,-17.22123051
Ophven,IQG4,M,5.353327762,-18.78354548
Ophven,IQG5,F,6.106564185,-16.79914448
Ophven,IQG6,F,5.673393078,-19.09251987
Ophven,IQG7,F,6.023160998,-16.16005505
Gnapfe,IQG8,M,6.607859703,-19.5654289
Ophven,IQH2,M,6.083707239,-16.08383949
Ophven,IQH3,F,5.222832174,-20.56954557
Ophven,IQH4,F,5.51008405,-20.47480638
Xenbou,IQH6,M,6.538515728,-14.83938284
Enamel,IQH7,F,6.10265692,-18.8201664
Auldew,IQH8,F,5.903939697,-22.46811653
Gnapfe,IQH9,M,7.846350379,-19.20745249
Cyafur,IQI1,M,3.493313995,-11.10270084
Lamlem,IQI2,M,6.120240064,-17.55469105
Altfas,IQI3,NA,6.754397636,-17.05799816
Ctehor,IQI6,M,7.25525677,-15.85624959
Gnapfe,IQI7,F,6.576517203,-16.84224137
Neotet,IQI8,M,7.105458922,-13.15933222
Neotet,IQI9,M,7.164272052,-13.28047569
Lamlem,ISD4,NA,6.793208097,-16.55269008
Neopul,ISD5,NA,6.361706057,-21.19022403
Xenfla,ISD6,NA,6.285978968,-20.51964536
Xenfla,ISD7,NA,5.843834872,-21.01054607
Lepelo,ISE1,NA,7.326822487,-18.20614131
Simple,ISE2,M,5.119265842,-15.37891028
Simple,ISE3,F,5.105678709,-15.83042997
Simple,ISE4,F,4.775182245,-14.31725468
Altcom,ISE7,NA,6.383006342,-17.67945718
Altcom,ISE8,NA,5.638112378,-18.84531749
Neopul,ISF1,NA,6.328562978,-21.38926191
Cyafur,ISF4,F,6.108274511,-16.02765676
Cyafur,ISF5,M,5.687075316,-13.39926268
Lamlem,ISF6,NA,7.715073147,-17.41354759
Lepatt,ISF7,NA,6.504543612,-18.62689823
Neopul,ISF8,NA,6.602787395,-21.25845304
Neopul,ISF9,NA,6.276924699,-20.87943104
Altfas,ISG4,NA,7.308970418,-16.30920494
Neocau,ISG5,NA,6.58181659,-21.30551025
Neocau,ISG6,NA,6.463834357,-21.89035127
Neocau,ISG7,NA,6.11332822,-22.71715521
Neocau,ISG8,NA,5.794756263,-22.99081145
Lepelo,ISH1,NA,7.69786204,-18.71253504
Lepelo,ISH2,NA,6.796325676,-18.64491812
Lepelo,ISH3,NA,6.18210476,-18.91805517
Lepelo,ISH4,NA,7.797567908,-18.87447217
Gnapfe,ISH5,NA,6.833563283,-17.06917602
Gnapfe,ISH6,NA,6.509030039,-17.36964657
Neopul,ISH7,NA,6.59723558,-21.10255476
Neopul,ISH8,NA,6.655073293,-20.71900024
Varmoo,ISI1,NA,6.053722059,-19.98373713
Cypcol,ITD4,NA,6.907501757,-21.46556642
Cypcol,ITF5,M,7.007004494,-21.24835569
Cypcol,ITF6,NA,6.998289422,-21.41717605
Cypcol,ITF7,NA,6.604281232,-21.89044203
Auldew,ITG7,F,7.152747868,-20.03803876
Petpol,ITG8,NA,5.84671867,-13.18513211
Petpol,ITG9,NA,5.703963094,-16.09360277
Trenig,IUA8,F,7.758524081,-18.87186728
Trenig,IUA9,F,7.853798292,-18.87501857
Trenig,IUB1,F,7.951057244,-18.7090498
Trenig,IUB2,F,8.256488607,-19.30035537
Trenig,IUB3,F,6.75340243,-20.1413271
Trenig,IUB4,F,7.825017555,-18.40756802
Trenig,IUB5,F,7.141863709,-18.24932235
Tremar,IUC2,M,6.187365393,-15.1222135
Tremar,IUC3,M,5.6,-15.5
Tremar,IUC6,F,6.23610332,-16.13513965
Tremar,IUC7,F,6.5,-15.8
Tremar,IUD2,F,6.118992607,-16.58483257
Tremar,IUD3,M,7.4,-17.4
Tremac,IUD4,F,7.413153937,-19.84241594
Tremac,IUD5,F,7.440942405,-19.48424797
Tremac,IUD6,F,8.182294801,-19.59138457
Tremac,IUE1,M,7.668429803,-19.9133097
Tremac,IUE2,M,7.215530387,-19.42756585
Xensim,IUG8,F,6.387622799,-17.6861811
Gralem,IUG9,NA,6.888942767,-16.53824367
Cyafur,IUH1,M,4.350378021,-12.44609972
Cyafur,IUH2,M,3.678513884,-11.43097462
Batgra,IUH7,F,8.204459733,-19.87760275
Batgra,IUH8,F,8.473849882,-19.16173047
Batgra,IUH9,M,8.646235561,-19.45140802
Neochr,IYA9,NA,7.139353689,-16.64025019
Neochr,IYB1,NA,6.851170271,-15.33823882
Neosav,IYB2,NA,6.304593413,-19.10867816
Neosav,IYB3,M,6.988826025,-18.40258629
Varmoo,IYB5,NA,6.664698647,-17.36438534
Varmoo,IYB6,NA,6.874105283,-19.90397231
Neochr,IYB7,M,7.241464963,-15.37365649
Neochr,IYB8,NA,6.40519448,-16.21181434
Loblab,IYB9,NA,7.44452447,-16.20109101
Simdia,IYC1,NA,7.160065896,-14.97563988
Varmoo,IYC2,NA,7.334799883,-16.06441955
Varmoo,IYC3,NA,7.041630592,-13.47267029
Varmoo,IYC4,NA,7.514291285,-13.13105851
Chabri,IYC5,NA,6.461447767,-12.50377194
Chabri,IYC6,NA,6.125856964,-12.99597294
Varmoo,IYC7,NA,7.88886203,-17.63938143
Varmoo,IYC8,NA,6.707820648,-14.96563285
Altcom,IYC9,NA,6.245421788,-18.01239601
Petpol,IYD1,M,5.009740928,-11.00453912
Petpol,IYD2,F,4.377319182,-11.06836372
Cyafur,IYD3,F,4.949171175,-17.81816346
Petpol,IYD4,M,4.500009403,-11.78855328
Petpol,IYD5,F,4.644148602,-10.98063923
Chabri,IYD7,NA,6.449276837,-13.8940883
Altcom,IYD8,NA,5.756662378,-20.044384
Loblab,IYE2,NA,7.372942398,-12.68435017
Psccur,IYE3,M,5.754983851,-11.44407906
Intloo,IYE5,NA,5.251702441,-15.13981761
Altcom,IYE7,NA,6.075427163,-19.02271315
Altcom,IYE8,NA,5.672727148,-18.64625479
Petpol,IYE9,NA,5.0350564,-12.4686372
Neochr,IYF1,M,7.303253359,-16.81487662
Neosav,IYF2,M,6.989030785,-17.24962226
Petfam,IYF4,NA,4.857912761,-12.13656887
Neosav,IYF5,NA,7.052583164,-17.66565904
Neochr,IYF6,NA,6.998205959,-16.43530783
Intloo,IYF7,NA,4.421056119,-13.40823454
Intloo,IYF8,NA,4.85378053,-15.63041799
Loblab,IYF9,M,7.788672078,-14.14085416
Simdia,IYG1,NA,6.896761085,-16.53027722
Loblab,IYG2,F,7.403480877,-16.48125049
Loblab,IYG3,F,7.694790368,-14.76713069
Psccur,IYG4,M,6.282499963,-10.613081
Petpol,IYG5,F,4.482074634,-11.47632462
Petfam,IYG6,M,4.725116783,-12.68614505
Altfas,IYG7,NA,6.399391779,-17.96266261
Intloo,IYG8,NA,4.644559624,-15.76171605
Intloo,IYG9,NA,4.499406424,-15.41847777
Auldew,IYH5,NA,6.544928766,-20.85470071
Neochr,IYH7,NA,6.989081257,-15.35795995
Varmoo,IYH8,NA,6.295107631,-17.6865849
Neosav,IYH9,NA,6.574729716,-18.37179244
Auldew,IYI1,NA,6.224413414,-20.34884691
Auldew,IYI2,NA,6.112872265,-21.79290081
Xenspi,IYI3,NA,6.896415369,-13.40665323
Xenspi,IYI4,NA,6.43468906,-14.63688496
Xenspi,IYI5,NA,6.164277997,-15.32101677
Auldew,IYI6,NA,5.830488235,-22.15453499
Xenspi,IYI7,NA,6.770304905,-14.55117479
Neochr,IYI8,NA,6.771064496,-16.33281568
Lamcal,JAB9,M,6.211981444,-17.39097787
Hapmic,JAC9,NA,7.453913368,-19.0367139
Xencau,JAD1,NA,8.351392851,-18.97977574
Xenbou,JAG6,M,6.41978058,-16.04180503
Xenbou,JAG7,M,6.569107304,-17.26815421
Xenbou,JAG8,F,6.148031773,-16.4889868
Xenbou,JAG9,M,6.087928333,-16.06400511
Xenbou,JAH2,F,6.313758277,-17.06410385
Xenbou,JAH3,F,5.831609924,-16.96440781
Neopul,JAH9,NA,6.836048257,-19.95820333
Neopul,JAI1,NA,6.151746351,-20.74427101
Neopul,JAI2,NA,5.977581941,-21.60387308
Neopul,JAI3,NA,6.427935429,-20.89814054
Lamlem,JAI9,F,7.99310751,-18.88772014
Psccur,JCA2,M,5.751351779,-9.29444137
Xenfla,JCA5,NA,6.226893404,-20.19250328
Xenfla,JCA6,NA,5.422640952,-20.63978055
Xenfla,JCA7,NA,6.878104499,-18.90054512
Xenfla,JCA8,NA,6.123093034,-20.44325916
Xenfla,JCA9,NA,5.812811114,-20.53671519
Xenfla,JCB1,NA,6.32478901,-19.94414174
Xenfla,JCB2,NA,6.945758047,-18.71306155
Xenfla,JCB3,NA,5.561513696,-19.55669389
Lamlem,JCB7,NA,7.565653146,-17.2824159
Enamel,JCB8,M,5.814374097,-19.37138043
Enamel,JCB9,M,5.655966212,-19.05515505
Enamel,JCC1,M,5.740500204,-19.33632379
Enamel,JCC2,M,5.967999993,-18.61878774
Enamel,JCC3,M,6.087525613,-19.20373343
Calmac,JCF6,NA,8.154470999,-18.51202874
Calmac,JCF7,NA,7.366245059,-15.60375962
Calmac,JCF8,M,6.387648541,-16.77630057
Julorn,JCF9,NA,6.334346719,-18.42981752
Julorn,JCG1,NA,6.511534498,-18.46599543
Peteph,JCG2,NA,4.971259433,-12.95159867
Peteph,JCG3,NA,4.881419969,-13.99917164
Peteph,JCG4,NA,4.548587758,-14.24638119
Peteph,JCG5,NA,4.60604837,-14.99537883
Peteph,JCG6,NA,4.914411511,-14.27012304
Peteph,JCG7,NA,4.445884791,-13.86433429
Peteph,JCG8,NA,4.728171781,-12.78597871
Petfam,JCG9,NA,5.12960608,-12.14854881
Petfam,JCH1,NA,5.024776564,-13.08722235
Petfam,JCH2,NA,4.532641161,-13.51708276
Petfam,JCH4,NA,4.561228069,-14.12859047
Calmac,JCH5,M,7.323028751,-17.07558584
Simdia,JCH6,NA,5.817585743,-17.22201953
Peteph,JCH7,NA,4.526072669,-12.64947133
Calmac,JCH8,M,6.681567767,-16.36497341
Calmac,JCH9,M,7.55822258,-15.67926497
Calmac,JCI1,F,5.630000258,-17.3247774
Julorn,JCI2,NA,6.481502666,-19.27015639
Julorn,JCI3,NA,6.361375359,-18.88255202
Calmac,JCI4,NA,6.545245764,-17.13027239
Calmac,JCI5,M,7.515223186,-15.41830435
Calmac,JCI6,F,6.601357727,-16.90222646
Peteph,JCI7,NA,4.664313836,-13.87959559
Petfam,JCI8,NA,4.341899383,-12.95975401
Erecya,JDA1,F,3.922693208,-8.969204256
Erecya,JDA2,F,4.950453977,-9.31669365
Erecya,JDA3,F,4.418070937,-9.7395913
Erecya,JDA4,M,3.64382063,-8.854053811
Erecya,JDA5,F,3.671130437,-9.365607113
Erecya,JDA6,M,4.839169633,-11.04488104
Erecya,JDA7,M,4.310735984,-9.608413207
Erecya,JDA8,M,4.287392276,-10.83713403
Erecya,JDA9,F,5.210720092,-11.12603585
Erecya,JDB1,F,4.057126003,-11.72144451
Ctehor,JDB2,M,7.920379152,-20.49314902
Oretan,JDB4,M,4.544448854,-17.39180059
Ctehor,JDB5,M,8.466882937,-21.36343561
Ctehor,JDB6,M,8.434837734,-21.85399295
Simdia,JDB7,M,9.590481763,-16.97955315
Simdia,JDB8,F,6.818676471,-15.31870748
Simdia,JDB9,F,7.933193366,-17.48415925
Simdia,JDC1,NA,4.988913354,-13.3558015
Simdia,JDC2,F,5.536413411,-17.14376918
Ctehor,JDC3,NA,7.798407763,-16.89497723
Neochr,JDC4,F,7.193908099,-15.68573435
Neomod,JDC7,NA,6.445222238,-12.77339416
Ctehor,JDC8,NA,7.355785404,-17.15003525
Asplep,JDC9,NA,5.925939315,-13.19378889
Psccur,JDD2,NA,5.831824757,-8.209653047
Julorn,JDD6,NA,6.324336113,-18.73267566
Ctehor,JDD9,NA,8.080649587,-16.56711793
Ctehor,JDE1,NA,6.993540815,-16.28867761
JulmaS,LBA1,F,6.696285473,-21.18257561
JulmaS,LBA2,F,6.560586495,-21.0209706
JulmaS,LBA4,F,6.315326567,-21.03543929
JulmaS,LBA5,M,6.615956163,-19.8899078
Neocyl,LBA6,F,6.525993851,-18.1661154
JulmaS,LBA7,M,6.839784982,-20.98120578
JulmaS,LBA8,F,5.953943827,-21.16565691
Neocyl,LBC5,M,7.046172365,-19.58246112
Neocyl,LBC6,M,7.043953085,-19.94569625
Neocyl,LBC7,F,6.434357669,-19.65418435
Neocyl,LBC8,M,6.897341846,-18.67980067
Neocyl,LBC9,M,6.912051278,-18.79485597
JulmaS,LBD1,F,6.469489934,-20.69748833
Neocyl,LBD2,F,7.258237503,-19.44088445
JulmaS,LBF3,M,7.081538321,-20.08603527
Neopro,LDB9,F,6.66806589,-19.13344095
Neopro,LDC1,F,7.112371351,-19.09514762
Neopro,LDC2,M,6.945292408,-18.07920087
Neopro,LHH9,M,7.779921403,-18.21061112
Neopro,LHI1,M,6.703321556,-17.54531918
Neopro,LHI2,F,7.60107369,-18.54398417
Chacya,LDE8,F,6.39294193,-20.14045336
Neocyg,LDE9,M,6.169416335,-18.44332178
Neotim,LDF1,F,6.830219815,-18.01310539
Neotim,LDF2,F,7.077784732,-17.84398771
Neotim,LDF3,M,6.926069888,-17.58019897
NeofuU,LDF4,F,6.737265368,-17.85403675
NeofuU,LDF5,M,7.379590832,-18.58169888
NeofuU,LDF6,F,7.213031329,-18.3702741
NeofuU,LDF7,M,7.083023894,-17.88018495
NeofuU,LDF8,F,7.788029687,-18.31157641
NeofuU,LDF9,F,8.208878949,-18.48622957
NeofuU,LDG1,F,7.535101136,-17.14131464
NeocaK,LDG2,M,7.301756038,-16.12594198
NeocaK,LDG3,F,6.967713148,-14.75223793
NeocaK,LDG4,F,7.003415965,-15.83589556
NeocaK,LDG5,F,6.779650794,-15.4565763
NeocaK,LDG6,M,6.854038768,-15.97121036
NeocaK,LDG7,F,7.510926729,-15.58491474
NeocaK,LDG8,F,6.670426736,-17.4365074
NeocaK,LDG9,M,7.022788754,-15.86980832
NeocaK,LDH1,F,7.152698315,-15.41355947
NeocaK,LDH2,M,6.896195444,-15.6188025
Lepmim,LDH3,M,7.203111866,-17.79980157
Chabif,LDH4,F,7.076517412,-17.13428841
Chabif,LDH5,M,6.296546524,-13.4545156
Chabif,LDH6,M,6.59819359,-13.87643117
Chabif,LDH7,M,6.853924809,-19.42843122
Petkip,LDH8,F,3.512708812,-13.62781123
Lepmim,LGG4,M,7.419417041,-20.26908463
Chacya,LGG5,M,5.168886145,-20.65822786
Chacya,LGG6,M,6.097904017,-20.60660252
Chacya,LGG7,F,6.59887158,-20.30639283
Chacya,LGG8,F,5.87574646,-20.01431427
Chacya,LGG9,F,5.828288937,-19.85538294
Ophwhi,LGH1,M,7.490924785,-15.44351765
Ophwhi,LGH2,M,7.970512692,-16.3000754
Ophwhi,LGH3,F,6.9260736,-15.82473996
Ophwhi,LGH4,M,7.766413092,-16.63296928
Ophwhi,LGH5,M,7.215310113,-14.27967533
Ophwhi,LGH6,M,6.384297973,-10.71160217
Ophwhi,LGH7,M,7.786836911,-15.929238
Neopet,LGH8,M,7.39379401,-15.34889102
Neopet,LGH9,M,7.034080157,-14.71322806
Neopet,LGI1,F,7.162447725,-14.98852421
Neopet,LGI2,F,6.620022266,-15.67194685
Neopet,LGI3,M,7.203139613,-15.44306909
Neopet,LGI4,F,6.748910448,-12.97200809
Neopet,LGI5,M,6.680881616,-13.7114262
Neopet,LGI6,F,6.617118902,-12.53070281
Neopet,LGI7,F,6.889906053,-13.63279935
Neopet,LGI8,M,6.727456859,-12.86259632
LepmeK,LGI9,M,7.313873309,-21.51023679
LepmeK,LHA1,M,6.882940767,-20.43523564
LepmeK,LHA2,F,6.584145702,-20.99482964
LepmeK,LHA3,M,6.591905833,-20.66651716
LepmeK,LHA4,M,6.650339697,-20.76047023
LepmeK,LHA5,M,6.951943832,-20.84768052
LepmeK,LHA6,M,6.976669163,-20.57936349
LepmeK,LHA7,M,6.661736167,-20.60573861
LepmeK,LHA8,M,6.496302432,-20.43165046
LepmeK,LHA9,M,6.833360926,-20.49433943
Pettex,LHB1,M,4.865516931,-12.09880044
Pettex,LHB2,M,5.074024844,-12.99846091
Pettex,LHB3,F,4.259716056,-11.40340028
Pettex,LHB4,M,4.64118384,-13.29079409
Pettex,LHB5,F,5.447591576,-11.96669955
Pettex,LHB6,M,6.133421479,-10.95421602
Ophwhi,LHB7,F,6.903153361,-14.64805343
Ophwhi,LHB8,M,7.293634635,-14.57408768
Ophwhi,LHB9,M,6.41695281,-11.13144624
TeldhT,LHC1,M,7.50640336,-18.06409464
TeldhT,LHC2,M,6.845886865,-17.45096371
TeldhT,LHC3,M,6.565244862,-16.75080571
TeldhT,LHC4,M,6.984685691,-17.45843843
TeldhT,LHC5,M,6.693493999,-17.6762166
TeldhT,LHC6,M,7.652973374,-18.87651252
TeldhT,LHC7,M,6.159675463,-16.8860247
TeldhT,LHC8,M,6.56749774,-16.96571501
TeldhT,LHC9,M,6.835444853,-18.56897484
TeldhT,LHD1,M,6.817921264,-16.51336415
Neobou,KYC2,M,6.854802279,-18.61636583
Neobou,KYC3,M,7.636697976,-19.54062648
Neobou,KYC4,M,7.010366493,-19.64660565
Neobou,KYC5,M,7.31552382,-18.5083486
Neobou,KYC6,M,6.816122679,-20.46183003
Neobou,KYC7,M,6.987823149,-18.85743399
Batfas,KYC8,F,7.2,-20.7
Batfas,KYC9,F,7.3,-21.3
Batfas,KYD1,M,7.436962469,-20.69901981
Neotim,LGE2,M,6.614563684,-19.40870355
Neotim,LGE3,F,7.023679946,-19.47201851
Neotim,LGE4,F,7.032128829,-18.91775529
Neotim,LGE5,F,6.941071175,-18.71450695
Neotim,LGE6,F,6.927117861,-19.2765802
Neotim,LGE7,F,6.680084966,-19.1017869
Neotim,LGE8,F,6.506872466,-19.11391831
NeofuU,LGE9,NA,6.973216153,-19.30659652
NeofuU,LGF1,M,6.752891823,-18.6546018
NeofuU,LGF2,F,6.49610724,-17.88721607
Trecap,LJC6,NA,7.272367491,-20.0838669
Trecap,LJC7,NA,7.179745242,-20.48986027
Trecap,LJC8,NA,7.011923003,-20.44752709
Neocan,LJD1,NA,6.767614529,-16.30024331
Telshe,MPB2,M,6.102286731,-18.75002802
Bathor,MOD4,NA,8.868197954,-19.25700704
Cypkan,MOD7,F,7.004314677,-21.93989857
Cypkan,MOD8,F,7.417315319,-21.78892488
Cypkan,MOD9,M,7.324030145,-22.1024633
Cypkan,MOE1,M,7.580180507,-21.12978941
NeoveS,MOE2,NA,8.098404573,-20.25056085
NeoveS,MOE5,M,7.884040092,-20.3568116
NeoveS,MOE6,M,7.442313645,-20.1175649
NeoveS,MOE7,M,8.067751014,-20.38864058
NeoveS,MOE8,F,8.33779648,-20.79259613
Trored,MOH3,F,4.618194678,-12.0001714
Xchhec,LNH3,F,7.257969288,-18.83280575
Batvit,LNH9,M,8.775275808,-19.89774475
Telvit,LPA4,M,5.00037403,-8.238360926
XenorS,LOE1,M,9.018705248,-19.46338049
Batvit,LNH7,NA,8.697815438,-19.47779652
Simdia,JAD4,F,8.68446462,-15.8903219
Ctehor,JAD9,M,9.331500329,-17.46359776
Neocau,IQA9,F,6.417270068,-22.50235489
Neocra,IVF7,M,5.910186692,-23.95121797
Neobue,IOA1,M,6.806705485,-22.07789936
Neobue,IOA2,M,7.100133951,-21.98991446
Neobue,IWA5,M,7.255347117,-21.97771408
Lamorn,ONE8,M,7.26381042,-19.79627075
Lamorn,ONE9,M,6.937522348,-21.25545606
Lamorn,ONF1,M,7.390060875,-21.48432725
BenhoM,OMF6,M,7.365283309,-21.60484859
BenhoM,OMF7,M,7.339253521,-21.32543366
BenhoM,OMF8,M,7.081836176,-21.46259383
BenhoM,OMF9,M,7.152712318,-21.39146599
BenhoM,OMG1,F,5.941051184,-22.16172171
BenhoM,OMG2,F,7.028702262,-21.27685059
BenhoM,OMG3,F,6.491439193,-21.82748839
BenhoM,OMG4,F,6.553416608,-21.80585518
BenhoM,OMG5,M,7.089718494,-21.45325385
Petred,OMG6,F,4.170830665,-19.24290994
Benhor,ILI4,F,5.863470718,-20.91520355
Petred,OME9,NA,4.880536156,-18.06724599
NeogrM,OMH4,M,5.605675576,-22.64773282
NeogrM,OMH5,M,5.821917479,-22.555989
NeogrM,OMH6,F,6.192420384,-21.31972566
NeofaM,OMH7,M,5.513653778,-22.15579457
NeofaM,OMH8,F,5.741762527,-22.55277613
NeofaM,OMH9,F,5.497191496,-21.90115533
NeofaM,OMI1,M,5.626093298,-22.54149435
Lamorn,ONE7,M,6.56208126,-21.67922844
NeogrM,OMH3,M,6.293255348,-21.54238928
NeogrM,LCC8,F,6.259093144,-22.18060921
Lepken,JBB7,M,7.789330298,-20.68624146
Neowal,KFE1,M,6.505883018,-21.23221708
Tromor,LHD9,M,5.344079665,-14.11751171
Tromor,LHE1,M,4.411777012,-12.68890902
Tromor,LHE2,M,4.743962142,-12.66100087
Tromor,LHE3,F,4.547299597,-15.00982802
Tromor,LHE4,F,3.950388645,-13.30136072
Tromor,LHE5,M,4.345826108,-16.41956352
Tromor,LHE6,F,4.131241684,-14.82071814
Tromor,LHE7,M,4.54874299,-13.654291
Tromor,LHE8,M,4.278424064,-15.50014501
Tromor,LHE9,F,4.804245454,-15.85496486
