Options:
Model:                           Discrete: Independent
Tree File Name:                  ./OTVT/Pair_bonding/phyl_tree/trees_translated/OT_9.nex
Data File Name:                  /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt
Log File Name:                   /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2974659746
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10000000
Burn in:                         100000
MCMC ML Start:                   False
Schedule File:                   /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_ind.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - uniform 0.00 100.00 
        beta1 - uniform 0.00 100.00 
        alpha2 - uniform 0.00 100.00 
        beta2 - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       166
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
312000	-102.403225	1	0.488870	44.404634	0.144554	0.129671	0.229596	0.270404	0.229596	0.270404	
313000	-104.953566	1	2.432561	80.172119	0.119486	0.189095	0.132298	0.367702	0.132298	0.367702	
314000	-102.692632	1	0.628947	62.433133	0.102969	0.175885	0.107164	0.392836	0.107164	0.392836	
315000	-102.633533	1	0.202461	32.699655	0.107380	0.181692	0.113405	0.386595	0.113405	0.386595	
316000	-102.646206	1	0.720400	92.520979	0.212802	0.163811	0.253540	0.246460	0.253540	0.246460	
317000	-107.423997	1	3.466030	73.670576	0.200662	0.134743	0.283021	0.216979	0.283021	0.216979	
318000	-107.203215	1	0.975322	45.638409	0.353451	0.216929	0.259749	0.240251	0.259749	0.240251	
319000	-102.498681	1	0.597998	51.845183	0.099538	0.133907	0.130275	0.369725	0.130275	0.369725	
320000	-104.533045	1	1.172913	37.576252	0.128030	0.130003	0.200184	0.299816	0.200184	0.299816	
321000	-104.156141	1	1.601356	72.038142	0.128682	0.197998	0.144225	0.355775	0.144225	0.355775	
322000	-104.401956	1	1.763715	70.915711	0.078417	0.132274	0.077519	0.422481	0.077519	0.422481	
323000	-105.371945	1	0.203016	76.937102	0.321303	0.205979	0.260779	0.239221	0.260779	0.239221	
324000	-104.771572	1	1.004186	68.693367	0.056747	0.113487	0.037734	0.462266	0.037734	0.462266	
325000	-102.688807	1	0.849933	89.851113	0.192248	0.196688	0.216654	0.283346	0.216654	0.283346	
326000	-103.712323	1	1.272390	73.048252	0.229079	0.190285	0.243159	0.256841	0.243159	0.256841	
327000	-103.395781	1	1.230902	67.048668	0.204571	0.184804	0.231959	0.268041	0.231959	0.268041	
328000	-103.338767	1	0.750469	55.486129	0.104686	0.112127	0.182310	0.317690	0.182310	0.317690	
329000	-104.299502	1	0.710549	59.847346	0.064132	0.176079	0.036281	0.463719	0.036281	0.463719	
330000	-103.541356	1	0.334567	36.539057	0.091857	0.106452	0.157164	0.342836	0.157164	0.342836	
331000	-103.089442	1	0.059920	75.456692	0.158432	0.151207	0.217472	0.282528	0.217472	0.282528	
332000	-103.192250	1	0.200146	96.856484	0.080195	0.129686	0.084325	0.415675	0.084325	0.415675	
333000	-103.191118	1	0.736131	99.785257	0.090755	0.183773	0.081480	0.418520	0.081480	0.418520	
334000	-103.294405	1	1.608531	99.530824	0.083931	0.131007	0.092937	0.407063	0.092937	0.407063	
335000	-102.624413	1	0.331727	44.534745	0.194754	0.141447	0.267632	0.232368	0.267632	0.232368	
336000	-102.451252	1	0.330634	27.902913	0.136193	0.128566	0.217765	0.282235	0.217765	0.282235	
337000	-101.911682	1	0.237728	51.355762	0.121815	0.150500	0.160633	0.339367	0.160633	0.339367	
338000	-102.927162	1	0.389027	37.388959	0.220349	0.164983	0.256943	0.243057	0.256943	0.243057	
339000	-102.493599	1	0.911779	94.547493	0.168666	0.191950	0.197605	0.302395	0.197605	0.302395	
340000	-101.990751	1	0.286725	35.458049	0.157030	0.146662	0.221265	0.278735	0.221265	0.278735	
341000	-103.941879	1	1.045951	76.958058	0.107974	0.203222	0.109121	0.390879	0.109121	0.390879	
342000	-102.714053	1	0.090155	21.786285	0.206534	0.151134	0.263249	0.236751	0.263249	0.236751	
343000	-102.563930	1	0.415076	74.593863	0.210359	0.165069	0.250793	0.249207	0.250793	0.249207	
344000	-102.088237	1	0.217832	46.961922	0.138581	0.175584	0.168997	0.331003	0.168997	0.331003	
345000	-102.494211	1	0.051041	26.969445	0.165575	0.148575	0.229299	0.270701	0.229299	0.270701	
346000	-101.873106	1	0.737618	95.327636	0.127701	0.152180	0.169825	0.330175	0.169825	0.330175	
347000	-103.633065	1	0.809999	80.082237	0.257479	0.190105	0.254955	0.245045	0.254955	0.245045	
348000	-102.468195	1	0.931362	76.383675	0.166907	0.139824	0.242919	0.257081	0.242919	0.257081	
349000	-101.971655	1	0.659523	82.598791	0.126740	0.164165	0.157709	0.342291	0.157709	0.342291	
350000	-103.332422	1	0.766425	67.138090	0.191017	0.124399	0.294759	0.205241	0.294759	0.205241	
351000	-103.788818	1	1.231052	48.057862	0.164452	0.177478	0.201203	0.298797	0.201203	0.298797	
352000	-103.001918	1	0.115635	90.794736	0.178177	0.182640	0.211994	0.288006	0.211994	0.288006	
353000	-102.847581	1	0.131352	30.789388	0.221768	0.165213	0.257526	0.242474	0.257526	0.242474	
354000	-102.757457	1	0.749292	83.467104	0.154897	0.201003	0.178685	0.321315	0.178685	0.321315	
355000	-103.719039	1	0.840679	83.795501	0.149641	0.221433	0.167178	0.332822	0.167178	0.332822	
356000	-103.133992	1	0.195177	10.970324	0.118752	0.178050	0.135478	0.364522	0.135478	0.364522	
357000	-103.254422	1	0.702460	37.395183	0.195208	0.159699	0.245177	0.254823	0.245177	0.254823	
358000	-103.528860	1	0.640147	57.306208	0.197318	0.122774	0.303430	0.196570	0.303430	0.196570	
359000	-103.405406	1	1.293275	94.353323	0.124736	0.199737	0.137619	0.362381	0.137619	0.362381	
360000	-103.581828	1	1.316561	67.211791	0.196359	0.194351	0.220889	0.279111	0.220889	0.279111	
361000	-102.838467	1	1.453625	92.553834	0.096775	0.140008	0.116701	0.383299	0.116701	0.383299	
362000	-102.007747	1	0.316848	43.563891	0.139590	0.136671	0.209913	0.290087	0.209913	0.290087	
363000	-104.101539	1	1.252202	59.376441	0.215512	0.147739	0.273457	0.226543	0.273457	0.226543	
364000	-103.663753	1	0.094768	13.023897	0.259570	0.209511	0.246757	0.253243	0.246757	0.253243	
365000	-102.515979	1	0.361787	87.243149	0.203958	0.163836	0.247622	0.252378	0.247622	0.252378	
366000	-102.727688	1	0.381372	46.729846	0.218435	0.172105	0.249648	0.250352	0.249648	0.250352	
367000	-102.308045	1	0.800006	99.754851	0.116313	0.175151	0.132524	0.367476	0.132524	0.367476	
368000	-102.602118	1	0.057021	37.606733	0.166929	0.162713	0.215536	0.284464	0.215536	0.284464	
369000	-104.232140	1	0.308675	93.555766	0.210665	0.242026	0.216475	0.283525	0.216475	0.283525	
370000	-102.341954	1	0.531097	56.190825	0.175129	0.184345	0.208070	0.291930	0.208070	0.291930	
371000	-101.966848	1	0.478853	47.780667	0.135487	0.151882	0.183511	0.316489	0.183511	0.316489	
372000	-105.927764	1	0.268136	56.518883	0.184163	0.273431	0.196346	0.303654	0.196346	0.303654	
373000	-101.937136	1	0.467740	83.173046	0.154402	0.169263	0.195098	0.304902	0.195098	0.304902	
374000	-102.639100	1	0.078381	38.838314	0.141628	0.182722	0.169400	0.330600	0.169400	0.330600	
375000	-104.702384	1	1.315627	69.045718	0.075044	0.182477	0.053187	0.446813	0.053187	0.446813	
376000	-102.612371	1	0.390195	22.784866	0.126081	0.154602	0.164554	0.335446	0.164554	0.335446	
377000	-102.312486	1	0.054021	27.965407	0.147557	0.152761	0.201105	0.298895	0.201105	0.298895	
378000	-101.922754	1	0.489595	61.576942	0.122629	0.155978	0.156988	0.343012	0.156988	0.343012	
379000	-104.853177	1	0.048139	8.529923	0.290637	0.160370	0.285594	0.214406	0.285594	0.214406	
380000	-103.222187	1	0.283743	45.230364	0.134307	0.106080	0.266465	0.233535	0.266465	0.233535	
381000	-104.335328	1	1.059234	55.635828	0.229100	0.218032	0.231658	0.268342	0.231658	0.268342	
382000	-102.454782	1	0.431686	27.900468	0.123833	0.152620	0.162335	0.337665	0.162335	0.337665	
383000	-102.399356	1	0.022625	13.281419	0.143370	0.160240	0.187558	0.312442	0.187558	0.312442	
384000	-106.328878	1	0.182644	69.196469	0.346064	0.193406	0.267890	0.232110	0.267890	0.232110	
385000	-103.574181	1	1.125488	79.936108	0.069737	0.154295	0.048272	0.451728	0.048272	0.451728	
386000	-104.612498	1	0.382336	78.444462	0.199413	0.100850	0.361147	0.138853	0.361147	0.138853	
387000	-102.351182	1	0.360041	78.054075	0.188422	0.183266	0.220686	0.279314	0.220686	0.279314	
388000	-102.012326	1	0.104346	16.109392	0.124232	0.135002	0.184650	0.315350	0.184650	0.315350	
389000	-102.200868	1	0.326361	32.116866	0.132548	0.173628	0.160942	0.339058	0.160942	0.339058	
390000	-104.848492	1	0.705815	60.381849	0.151305	0.090219	0.344340	0.155660	0.344340	0.155660	
391000	-102.530019	1	0.641667	69.287922	0.112594	0.121699	0.182100	0.317900	0.182100	0.317900	
392000	-103.454816	1	0.223613	62.833175	0.097666	0.192683	0.092599	0.407401	0.092599	0.407401	
393000	-103.596290	1	1.700713	68.099755	0.128357	0.166696	0.158641	0.341359	0.158641	0.341359	
394000	-103.943436	1	1.375192	72.725278	0.172264	0.212302	0.193590	0.306410	0.193590	0.306410	
395000	-104.346166	1	1.453351	64.363040	0.156969	0.113724	0.281910	0.218090	0.281910	0.218090	
396000	-102.746854	1	0.155893	22.701399	0.172217	0.124059	0.277029	0.222971	0.277029	0.222971	
397000	-102.517642	1	0.284015	35.560015	0.197255	0.188906	0.224368	0.275632	0.224368	0.275632	
398000	-105.382886	1	3.293822	94.558425	0.208530	0.169682	0.245507	0.254493	0.245507	0.254493	
399000	-102.377442	1	0.174924	57.011943	0.187134	0.162695	0.235496	0.264504	0.235496	0.264504	
400000	-105.810888	1	0.132706	94.300563	0.306452	0.252175	0.247295	0.252705	0.247295	0.252705	
401000	-102.280357	1	0.839932	91.062312	0.105411	0.132973	0.145990	0.354010	0.145990	0.354010	
402000	-104.273162	1	2.064188	86.637079	0.085450	0.123958	0.105059	0.394941	0.105059	0.394941	
403000	-103.562205	1	1.855950	81.869547	0.124282	0.176563	0.145748	0.354252	0.145748	0.354252	
404000	-102.633283	1	0.500613	28.690798	0.147267	0.159617	0.193742	0.306258	0.193742	0.306258	
405000	-107.987242	1	0.050324	43.065383	0.108400	0.069397	0.348423	0.151577	0.348423	0.151577	
406000	-103.011020	1	0.608293	54.533165	0.134493	0.198918	0.152599	0.347401	0.152599	0.347401	
407000	-104.111404	1	1.290619	62.039258	0.228890	0.194138	0.241021	0.258979	0.241021	0.258979	
408000	-103.153634	1	0.840958	50.822572	0.170653	0.131107	0.261627	0.238373	0.261627	0.238373	
409000	-102.348953	1	0.433836	80.939375	0.181810	0.142423	0.254764	0.245236	0.254764	0.245236	
410000	-104.363643	1	0.222622	48.039078	0.147168	0.092778	0.329546	0.170454	0.329546	0.170454	
411000	-103.267940	1	0.426426	39.348049	0.222920	0.148896	0.276244	0.223756	0.276244	0.223756	
412000	-105.413865	1	2.123562	65.437030	0.210537	0.145758	0.272987	0.227013	0.272987	0.227013	
413000	-103.120095	1	0.798052	73.069759	0.170069	0.119162	0.285243	0.214757	0.285243	0.214757	
414000	-102.288288	1	0.170422	51.349619	0.145367	0.132057	0.226641	0.273359	0.226641	0.273359	
415000	-101.930068	1	0.428384	47.649354	0.149576	0.154454	0.202124	0.297876	0.202124	0.297876	
416000	-101.866665	1	0.067469	12.224105	0.151006	0.152283	0.206469	0.293531	0.206469	0.293531	
417000	-103.393887	1	1.209450	75.833315	0.202178	0.201463	0.221864	0.278136	0.221864	0.278136	
418000	-102.369036	1	0.679773	96.658816	0.170217	0.191207	0.199548	0.300452	0.199548	0.300452	
419000	-104.343512	1	0.735172	38.476100	0.247843	0.168040	0.267097	0.232903	0.267097	0.232903	
420000	-102.636451	1	0.399706	30.465870	0.177841	0.185058	0.210250	0.289750	0.210250	0.289750	
421000	-103.140231	1	1.304916	67.087499	0.175096	0.147989	0.240466	0.259534	0.240466	0.259534	
422000	-102.153908	1	0.627671	58.576442	0.114074	0.142501	0.153666	0.346334	0.153666	0.346334	
423000	-103.464577	1	0.683950	30.196966	0.180245	0.167864	0.224600	0.275400	0.224600	0.275400	
424000	-103.751854	1	0.560567	67.716874	0.196816	0.114550	0.321948	0.178052	0.321948	0.178052	
425000	-102.807118	1	0.221583	80.595972	0.206653	0.186580	0.232303	0.267697	0.232303	0.267697	
426000	-104.408220	1	1.728873	75.106653	0.224888	0.154731	0.270146	0.229854	0.270146	0.229854	
427000	-102.825758	1	0.319894	29.928182	0.140937	0.117316	0.249168	0.250832	0.249168	0.250832	
428000	-104.115739	1	0.473337	66.328506	0.136163	0.227102	0.149229	0.350771	0.149229	0.350771	
429000	-105.462468	1	0.149913	92.093712	0.191442	0.094171	0.375244	0.124756	0.375244	0.124756	
430000	-103.734209	1	1.569935	81.005254	0.135174	0.114530	0.245746	0.254254	0.245746	0.254254	
431000	-103.093303	1	0.110088	91.139079	0.093570	0.147615	0.102601	0.397399	0.102601	0.397399	
432000	-103.272862	1	0.514530	80.086371	0.110415	0.199293	0.114055	0.385945	0.114055	0.385945	
433000	-102.806277	1	0.702005	38.386472	0.162007	0.164529	0.208276	0.291724	0.208276	0.291724	
434000	-107.095405	1	2.057445	43.461267	0.115736	0.118191	0.196827	0.303173	0.196827	0.303173	
435000	-102.059854	1	0.583278	74.706338	0.110647	0.139475	0.149781	0.350219	0.149781	0.350219	
436000	-103.010485	1	0.841703	60.236075	0.211699	0.175569	0.242880	0.257120	0.242880	0.257120	
437000	-104.339133	1	2.367313	83.588955	0.165339	0.134020	0.250390	0.249610	0.250390	0.249610	
438000	-102.547560	1	0.994196	84.010321	0.121240	0.178212	0.139730	0.360270	0.139730	0.360270	
439000	-104.012575	1	1.475530	53.839954	0.106794	0.156711	0.125095	0.374905	0.125095	0.374905	
440000	-102.283404	1	0.264667	66.821535	0.177521	0.181384	0.212147	0.287853	0.212147	0.287853	
441000	-107.873058	1	4.430849	85.921353	0.130528	0.196619	0.147452	0.352548	0.147452	0.352548	
442000	-105.291294	1	0.690115	43.669483	0.168470	0.247690	0.184014	0.315986	0.184014	0.315986	
443000	-102.482302	1	0.902842	87.505888	0.095503	0.133970	0.119986	0.380014	0.119986	0.380014	
444000	-104.022644	1	0.702806	70.018109	0.120277	0.096732	0.266714	0.233286	0.266714	0.233286	
445000	-102.238837	1	0.129355	28.411207	0.105225	0.163336	0.117579	0.382421	0.117579	0.382421	
446000	-102.286445	1	0.087549	38.310116	0.115926	0.146559	0.153039	0.346961	0.153039	0.346961	
447000	-104.713395	1	0.245296	7.150078	0.117948	0.148168	0.155453	0.344547	0.155453	0.344547	
448000	-102.936227	1	0.888228	60.089825	0.181384	0.138989	0.259528	0.240472	0.259528	0.240472	
449000	-103.682873	1	0.058777	34.163015	0.238513	0.169253	0.262220	0.237780	0.262220	0.237780	
450000	-104.084908	1	0.954329	57.454662	0.228778	0.142953	0.287563	0.212437	0.287563	0.212437	
451000	-104.818557	1	1.452503	78.038823	0.183580	0.235712	0.198584	0.301416	0.198584	0.301416	
452000	-101.976661	1	0.433702	58.609205	0.152294	0.143062	0.219735	0.280265	0.219735	0.280265	
453000	-106.832728	1	2.985411	82.151209	0.264220	0.172708	0.268689	0.231311	0.268689	0.231311	
454000	-103.436440	1	0.645059	63.701081	0.239369	0.207205	0.240056	0.259944	0.240056	0.259944	
455000	-104.398902	1	0.016190	52.686777	0.123276	0.122647	0.204314	0.295686	0.204314	0.295686	
456000	-103.775584	1	0.124122	50.723012	0.228207	0.221582	0.230204	0.269796	0.230204	0.269796	
457000	-103.516350	1	1.158116	75.145370	0.193506	0.210181	0.212354	0.287646	0.212354	0.287646	
458000	-104.126361	1	0.890683	81.926768	0.258658	0.227492	0.240927	0.259073	0.240927	0.259073	
459000	-103.038106	1	1.238969	75.576103	0.152676	0.126926	0.246832	0.253168	0.246832	0.253168	
460000	-102.268987	1	0.557800	78.046454	0.166656	0.187026	0.197962	0.302038	0.197962	0.302038	
461000	-103.820025	1	1.166829	86.378499	0.091452	0.107182	0.154039	0.345961	0.154039	0.345961	
462000	-103.056703	1	0.460896	85.080048	0.224100	0.151287	0.273850	0.226150	0.273850	0.226150	
463000	-104.550458	1	0.778761	25.094955	0.135827	0.179692	0.162539	0.337461	0.162539	0.337461	
464000	-103.762859	1	1.901494	72.114568	0.130482	0.167541	0.161589	0.338411	0.161589	0.338411	
465000	-102.845864	1	0.461261	25.423067	0.139568	0.137079	0.209252	0.290748	0.209252	0.290748	
466000	-104.534918	1	0.631626	74.567387	0.280427	0.239634	0.244325	0.255675	0.244325	0.255675	
467000	-106.534321	1	1.240864	57.742630	0.211770	0.094634	0.387515	0.112485	0.387515	0.112485	
468000	-102.324256	1	0.584953	82.324132	0.152314	0.128120	0.244035	0.255965	0.244035	0.255965	
469000	-102.899327	1	0.455132	38.315217	0.193645	0.198348	0.216992	0.283008	0.216992	0.283008	
470000	-103.163133	1	0.828327	41.467158	0.179785	0.158316	0.233150	0.266850	0.233150	0.266850	
471000	-102.656338	1	0.253120	64.291251	0.134332	0.117943	0.236164	0.263836	0.236164	0.263836	
472000	-102.626096	1	0.685905	76.521546	0.183725	0.197161	0.209448	0.290552	0.209448	0.290552	
473000	-104.680066	1	1.956425	62.455525	0.177981	0.184609	0.210641	0.289359	0.210641	0.289359	
474000	-103.054790	1	0.622906	90.118795	0.070027	0.150246	0.049864	0.450136	0.049864	0.450136	
475000	-102.380048	1	0.310821	50.543667	0.199505	0.176886	0.233600	0.266400	0.233600	0.266400	
476000	-104.917610	1	1.077692	32.929357	0.127304	0.182250	0.147952	0.352048	0.147952	0.352048	
477000	-104.305692	1	0.524848	71.413521	0.286495	0.181769	0.267624	0.232376	0.267624	0.232376	
478000	-103.239910	1	0.430788	74.174146	0.242923	0.169393	0.263975	0.236025	0.263975	0.236025	
479000	-102.854997	1	0.219036	98.137594	0.195316	0.190179	0.222222	0.277778	0.222222	0.277778	
480000	-106.411855	1	0.973046	62.883651	0.266449	0.116128	0.351015	0.148985	0.351015	0.148985	
481000	-104.583841	1	2.211419	66.093864	0.120386	0.149807	0.158581	0.341419	0.158581	0.341419	
482000	-103.192082	1	1.521209	91.378247	0.147671	0.122166	0.249145	0.250855	0.249145	0.250855	
483000	-102.862865	1	0.907325	67.410261	0.088956	0.134051	0.103049	0.396951	0.103049	0.396951	
484000	-102.995755	1	0.399370	59.097801	0.232036	0.192029	0.243655	0.256345	0.243655	0.256345	
485000	-104.884606	1	0.687852	92.363067	0.061484	0.190272	0.032335	0.467665	0.032335	0.467665	
486000	-104.402880	1	0.492378	46.942402	0.174701	0.098663	0.345474	0.154526	0.345474	0.154526	
487000	-102.435524	1	0.390521	75.748346	0.200580	0.180681	0.231769	0.268231	0.231769	0.268231	
488000	-102.617211	1	0.811220	67.574248	0.159930	0.190377	0.188868	0.311132	0.188868	0.311132	
489000	-104.155979	1	1.880976	96.868445	0.221436	0.211757	0.229745	0.270255	0.229745	0.270255	
490000	-103.160885	1	0.999660	87.090860	0.223530	0.197406	0.236660	0.263340	0.236660	0.263340	
491000	-102.829204	1	1.249201	68.525805	0.113573	0.153420	0.141652	0.358348	0.141652	0.358348	
492000	-103.580266	1	0.193041	24.161687	0.058619	0.140768	0.031842	0.468158	0.031842	0.468158	
493000	-103.406897	1	1.787683	75.111016	0.131066	0.140737	0.189353	0.310647	0.189353	0.310647	
494000	-104.650144	1	0.855243	67.555270	0.079548	0.198233	0.059706	0.440294	0.059706	0.440294	
495000	-106.588563	1	1.646280	49.701367	0.131130	0.222016	0.142882	0.357118	0.142882	0.357118	
496000	-103.072619	1	0.319332	67.831456	0.220218	0.206916	0.230828	0.269172	0.230828	0.269172	
497000	-102.279958	1	0.220699	95.972606	0.135019	0.167173	0.169163	0.330837	0.169163	0.330837	
498000	-103.008136	1	0.536440	74.574515	0.211667	0.208523	0.225279	0.274721	0.225279	0.274721	
499000	-106.076211	1	1.275687	31.119519	0.181284	0.190769	0.210326	0.289674	0.210326	0.289674	
500000	-106.784381	1	0.715567	83.954607	0.321088	0.143127	0.308023	0.191977	0.308023	0.191977	
501000	-103.161790	1	0.336172	68.162257	0.069085	0.154034	0.047134	0.452866	0.047134	0.452866	
502000	-103.601495	1	1.083729	45.352289	0.131180	0.175064	0.157913	0.342087	0.157913	0.342087	
503000	-103.111634	1	0.297354	41.368076	0.164144	0.213858	0.185052	0.314948	0.185052	0.314948	
504000	-103.119237	1	0.670098	96.640186	0.154718	0.212377	0.175080	0.324920	0.175080	0.324920	
505000	-103.155311	1	0.467675	21.894089	0.162820	0.153656	0.220039	0.279961	0.220039	0.279961	
506000	-103.802305	1	0.609225	57.436747	0.198186	0.230238	0.210524	0.289476	0.210524	0.289476	
507000	-104.326860	1	0.220129	88.645425	0.058068	0.117375	0.038505	0.461495	0.038505	0.461495	
508000	-102.326956	1	0.739854	59.599364	0.149143	0.138538	0.221811	0.278189	0.221811	0.278189	
509000	-102.859274	1	0.766365	45.850196	0.176860	0.177693	0.213913	0.286087	0.213913	0.286087	
510000	-102.581272	1	0.118486	44.607418	0.100984	0.129786	0.139403	0.360597	0.139403	0.360597	
511000	-103.804491	1	0.964285	65.844607	0.178486	0.114746	0.304749	0.195251	0.304749	0.195251	
512000	-107.262826	1	2.884030	79.207115	0.252827	0.240350	0.236172	0.263828	0.236172	0.263828	
513000	-103.720030	1	1.376857	72.316484	0.081908	0.127726	0.090824	0.409176	0.090824	0.409176	
514000	-102.412400	1	0.163061	22.059837	0.090585	0.136060	0.105222	0.394778	0.105222	0.394778	
515000	-103.052509	1	0.527319	49.900286	0.202669	0.137787	0.279452	0.220548	0.279452	0.220548	
516000	-102.220614	1	0.629945	92.696906	0.149454	0.184775	0.178910	0.321090	0.178910	0.321090	
517000	-104.006450	1	0.942438	50.571680	0.106775	0.193198	0.108996	0.391004	0.108996	0.391004	
518000	-106.882959	1	3.258529	86.093898	0.082957	0.187265	0.066545	0.433455	0.066545	0.433455	
519000	-102.470099	1	0.193342	89.125680	0.178836	0.164492	0.226223	0.273777	0.226223	0.273777	
520000	-105.238290	1	1.031084	50.722163	0.264263	0.153843	0.286924	0.213076	0.286924	0.213076	
521000	-103.019515	1	0.731561	53.745240	0.209881	0.186792	0.234282	0.265718	0.234282	0.265718	
522000	-106.379379	1	3.678361	90.267240	0.216768	0.160845	0.258900	0.241100	0.258900	0.241100	
523000	-105.661165	1	1.547313	42.658955	0.108775	0.118271	0.179539	0.320461	0.179539	0.320461	
524000	-103.820526	1	1.070444	57.044582	0.198872	0.207933	0.217056	0.282944	0.217056	0.282944	
525000	-104.814414	1	0.524727	53.332622	0.297818	0.235580	0.248796	0.251204	0.248796	0.251204	
526000	-106.178665	1	0.059007	30.855956	0.343255	0.243152	0.253157	0.246843	0.253157	0.246843	
527000	-102.982309	1	1.296731	76.142056	0.180657	0.146915	0.247418	0.252582	0.247418	0.252582	
528000	-104.033197	1	1.659239	74.689460	0.220610	0.175152	0.248508	0.251492	0.248508	0.251492	
529000	-104.350001	1	2.301246	92.101121	0.080777	0.131887	0.083880	0.416120	0.083880	0.416120	
530000	-103.210827	1	1.171704	94.917467	0.078181	0.161112	0.062689	0.437311	0.062689	0.437311	
531000	-103.190699	1	0.315416	24.971388	0.085149	0.169211	0.074178	0.425822	0.074178	0.425822	
532000	-106.022031	1	0.705676	97.891653	0.212989	0.282787	0.214711	0.285289	0.214711	0.285289	
533000	-104.834830	1	0.092840	18.254530	0.088237	0.090672	0.192517	0.307483	0.192517	0.307483	
534000	-103.787767	1	0.395436	21.008877	0.094831	0.178701	0.090477	0.409523	0.090477	0.409523	
535000	-102.243891	1	1.149809	96.058177	0.112060	0.149491	0.142082	0.357918	0.142082	0.357918	
536000	-102.421855	1	0.729953	51.903768	0.157335	0.171244	0.197256	0.302744	0.197256	0.302744	
537000	-102.600063	1	0.831326	73.107847	0.181531	0.189504	0.211199	0.288801	0.211199	0.288801	
538000	-102.043262	1	0.518249	46.640999	0.136350	0.150517	0.186411	0.313589	0.186411	0.313589	
539000	-106.469496	1	1.131554	61.584300	0.042608	0.176567	0.012584	0.487416	0.012584	0.487416	
540000	-102.361115	1	0.105714	18.978066	0.095083	0.159829	0.098359	0.401641	0.098359	0.401641	
541000	-103.015900	1	1.124840	53.260168	0.136256	0.156136	0.180447	0.319553	0.180447	0.319553	
542000	-103.987991	1	0.163916	84.393709	0.257795	0.199130	0.250479	0.249521	0.250479	0.249521	
543000	-106.501108	1	3.751422	91.866821	0.074523	0.139070	0.063704	0.436296	0.063704	0.436296	
544000	-104.933985	1	1.348019	56.002910	0.222098	0.221303	0.227174	0.272826	0.227174	0.272826	
545000	-103.292986	1	1.365584	87.814772	0.105547	0.182272	0.109799	0.390201	0.109799	0.390201	
546000	-102.420893	1	0.932284	77.163064	0.164098	0.181093	0.198533	0.301467	0.198533	0.301467	
547000	-102.612274	1	0.739759	81.504658	0.208267	0.180255	0.237346	0.262654	0.237346	0.262654	
548000	-103.255259	1	1.563201	97.789006	0.201144	0.194790	0.224146	0.275854	0.224146	0.275854	
549000	-103.500080	1	0.254843	93.041320	0.245672	0.176436	0.259469	0.240531	0.259469	0.240531	
550000	-103.366855	1	2.119466	88.393206	0.136297	0.160132	0.176834	0.323166	0.176834	0.323166	
551000	-102.120849	1	0.318503	64.364661	0.177472	0.172549	0.218196	0.281804	0.218196	0.281804	
552000	-103.072987	1	0.125947	39.442954	0.195438	0.208811	0.214260	0.285740	0.214260	0.285740	
553000	-104.299008	1	1.167967	68.398629	0.169113	0.225385	0.187479	0.312521	0.187479	0.312521	
554000	-103.332933	1	0.257560	55.952737	0.139117	0.105419	0.276908	0.223092	0.276908	0.223092	
555000	-107.306573	1	1.596314	55.964809	0.311390	0.174021	0.276678	0.223322	0.276678	0.223322	
556000	-106.818068	1	1.702998	61.056570	0.300498	0.175709	0.274126	0.225874	0.274126	0.225874	
557000	-104.224521	1	2.468647	87.094003	0.181117	0.151933	0.241545	0.258455	0.241545	0.258455	
558000	-103.103549	1	0.652219	76.891087	0.096941	0.111854	0.160462	0.339538	0.160462	0.339538	
559000	-102.161003	1	0.515575	61.017957	0.175780	0.174680	0.214972	0.285028	0.214972	0.285028	
560000	-102.813429	1	0.157180	87.242823	0.194405	0.162195	0.242038	0.257962	0.242038	0.257962	
561000	-102.423020	1	0.079542	47.846607	0.143586	0.161254	0.186966	0.313034	0.186966	0.313034	
562000	-103.768600	1	0.142458	24.782897	0.249788	0.225154	0.238450	0.261550	0.238450	0.261550	
563000	-102.485001	1	0.559181	58.263767	0.151053	0.190739	0.178081	0.321919	0.178081	0.321919	
564000	-103.003197	1	0.585494	68.771623	0.072461	0.135081	0.061181	0.438819	0.061181	0.438819	
565000	-103.066386	1	0.602570	48.758567	0.208322	0.198624	0.227186	0.272814	0.227186	0.272814	
